yyyy-mm-dd HH:MM:SS,Actual,Fcst
2013-07-27 03:30:00,60.425,68.381
2013-07-27 03:40:00,57.835,68.057
2013-07-27 03:50:00,59.785,67.732
2013-07-27 04:00:00,57.300,67.407
2013-07-27 04:10:00,55.408,67.580
2013-07-27 04:20:00,60.739,67.754
2013-07-27 04:30:00,62.269,67.927
2013-07-27 04:40:00,58.132,68.100
2013-07-27 04:50:00,49.838,68.274
2013-07-27 05:00:00,52.549,68.447
2013-07-27 05:10:00,55.269,68.761
2013-07-27 05:20:00,52.749,69.075
2013-07-27 05:30:00,51.642,69.388
2013-07-27 05:40:00,50.547,69.702
2013-07-27 05:50:00,48.700,70.016
2013-07-27 06:00:00,52.632,70.330
2013-07-27 06:10:00,55.035,70.606
2013-07-27 06:20:00,59.262,70.882
2013-07-27 06:30:00,60.620,71.157
2013-07-27 06:40:00,58.383,71.433
2013-07-27 06:50:00,57.278,71.709
2013-07-27 07:00:00,54.434,71.985
2013-07-27 07:10:00,54.582,71.028
2013-07-27 07:20:00,50.282,70.070
2013-07-27 07:30:00,43.121,69.112
2013-07-27 07:40:00,37.720,68.155
2013-07-27 07:50:00,32.598,67.197
2013-07-27 08:00:00,28.215,66.240
2013-07-27 08:10:00,22.650,64.838
2013-07-27 08:20:00,19.272,63.436
2013-07-27 08:30:00,17.701,62.034
2013-07-27 08:40:00,17.145,60.633
2013-07-27 08:50:00,22.211,59.231
2013-07-27 09:00:00,25.695,57.829
2013-07-27 09:10:00,28.814,56.956
2013-07-27 09:20:00,26.093,56.083
2013-07-27 09:30:00,18.704,55.210
2013-07-27 09:40:00,17.504,54.336
2013-07-27 09:50:00,22.956,53.463
2013-07-27 10:00:00,25.980,52.590
2013-07-27 10:10:00,26.859,53.134
2013-07-27 10:20:00,23.120,53.679
2013-07-27 10:30:00,21.358,54.223
2013-07-27 10:40:00,20.123,54.767
2013-07-27 10:50:00,20.363,55.312
2013-07-27 11:00:00,16.465,55.856
2013-07-27 11:10:00,12.726,56.648
2013-07-27 11:20:00,8.623,57.439
2013-07-27 11:30:00,6.982,58.230
2013-07-27 11:40:00,5.947,59.022
2013-07-27 11:50:00,6.725,59.813
2013-07-27 12:00:00,8.238,60.605
2013-07-27 12:10:00,15.170,60.691
2013-07-27 12:20:00,22.490,60.776
2013-07-27 12:30:00,33.509,60.861
2013-07-27 12:40:00,43.239,60.947
2013-07-27 12:50:00,55.590,61.032
2013-07-27 13:00:00,59.756,61.118
2013-07-27 13:10:00,57.955,60.185
2013-07-27 13:20:00,61.067,59.251
2013-07-27 13:30:00,58.302,58.318
2013-07-27 13:40:00,57.035,57.385
2013-07-27 13:50:00,55.662,56.451
2013-07-27 14:00:00,60.773,55.518
2013-07-27 14:10:00,63.767,55.115
2013-07-27 14:20:00,71.679,54.713
2013-07-27 14:30:00,77.063,54.310
2013-07-27 14:40:00,88.493,53.907
2013-07-27 14:50:00,87.782,53.505
2013-07-27 15:00:00,77.832,53.102
2013-07-27 15:10:00,80.198,53.729
2013-07-27 15:20:00,90.710,54.357
2013-07-27 15:30:00,93.276,54.984
2013-07-27 15:40:00,91.617,55.612
2013-07-27 15:50:00,82.231,56.239
2013-07-27 16:00:00,74.325,56.867
2013-07-27 16:10:00,69.733,56.577
2013-07-27 16:20:00,67.210,56.286
2013-07-27 16:30:00,65.240,55.996
2013-07-27 16:40:00,69.919,55.706
2013-07-27 16:50:00,70.627,55.415
2013-07-27 17:00:00,70.000,55.125
2013-07-27 17:10:00,67.055,53.812
2013-07-27 17:20:00,62.772,52.498
2013-07-27 17:30:00,66.779,51.184
2013-07-27 17:40:00,69.503,49.871
2013-07-27 17:50:00,66.254,48.557
2013-07-27 18:00:00,62.936,47.244
2013-07-27 18:10:00,67.208,47.201
2013-07-27 18:20:00,59.244,47.158
2013-07-27 18:30:00,54.923,47.115
2013-07-27 18:40:00,49.876,47.073
2013-07-27 18:50:00,51.564,47.030
2013-07-27 19:00:00,52.258,46.987
2013-07-27 19:10:00,53.333,45.273
2013-07-27 19:20:00,46.345,43.560
2013-07-27 19:30:00,40.585,41.846
2013-07-27 19:40:00,37.741,40.132
2013-07-27 19:50:00,29.346,38.419
2013-07-27 20:00:00,21.314,36.705
2013-07-27 20:10:00,13.925,35.617
2013-07-27 20:20:00,12.520,34.529
2013-07-27 20:30:00,15.592,33.441
2013-07-27 20:40:00,18.356,32.352
2013-07-27 20:50:00,19.078,31.264
2013-07-27 21:00:00,19.425,30.176
2013-07-27 21:10:00,19.078,29.088
2013-07-27 21:20:00,19.285,28.000
2013-07-27 21:30:00,19.261,26.911
2013-07-27 21:40:00,18.868,25.823
2013-07-27 21:50:00,16.062,24.735
2013-07-27 22:00:00,15.887,23.647
2013-07-27 22:10:00,16.795,23.901
2013-07-27 22:20:00,15.637,24.154
2013-07-27 22:30:00,14.049,24.408
2013-07-27 22:40:00,14.633,24.662
2013-07-27 22:50:00,17.814,24.915
2013-07-27 23:00:00,21.395,25.169
2013-07-27 23:10:00,22.760,28.215
2013-07-27 23:20:00,25.096,31.260
2013-07-27 23:30:00,25.648,34.306
2013-07-27 23:40:00,29.329,37.351
2013-07-27 23:50:00,31.762,40.397
2013-07-28 00:00:00,30.274,43.442
2013-07-28 00:10:00,32.271,42.131
2013-07-28 00:20:00,32.136,40.820
2013-07-28 00:30:00,28.986,39.509
2013-07-28 00:40:00,31.167,38.198
2013-07-28 00:50:00,31.960,36.887
2013-07-28 01:00:00,28.925,35.576
2013-07-28 01:10:00,25.195,36.709
2013-07-28 01:20:00,28.397,37.843
2013-07-28 01:30:00,32.237,38.977
2013-07-28 01:40:00,33.021,40.110
2013-07-28 01:50:00,33.920,41.244
2013-07-28 02:00:00,31.849,42.377
2013-07-28 02:10:00,27.341,43.324
2013-07-28 02:20:00,22.143,44.270
2013-07-28 02:30:00,19.701,45.217
2013-07-28 02:40:00,20.256,46.164
2013-07-28 02:50:00,21.343,47.110
2013-07-28 03:00:00,20.785,48.057
2013-07-28 03:10:00,20.728,49.026
2013-07-28 03:20:00,23.459,49.995
2013-07-28 03:30:00,24.887,50.964
2013-07-28 03:40:00,27.076,51.933
2013-07-28 03:50:00,26.472,52.902
2013-07-28 04:00:00,26.627,53.871
2013-07-28 04:10:00,26.072,52.698
2013-07-28 04:20:00,31.562,51.525
2013-07-28 04:30:00,38.690,50.352
2013-07-28 04:40:00,47.987,49.178
2013-07-28 04:50:00,57.674,48.005
2013-07-28 05:00:00,70.637,46.832
2013-07-28 05:10:00,80.937,46.944
2013-07-28 05:20:00,81.336,47.056
2013-07-28 05:30:00,79.357,47.168
2013-07-28 05:40:00,76.343,47.279
2013-07-28 05:50:00,74.992,47.391
2013-07-28 06:00:00,72.970,47.503
2013-07-28 06:10:00,76.558,47.265
2013-07-28 06:20:00,75.751,47.027
2013-07-28 06:30:00,69.971,46.789
2013-07-28 06:40:00,67.598,46.551
2013-07-28 06:50:00,63.915,46.313
2013-07-28 07:00:00,59.955,46.075
2013-07-28 07:10:00,60.103,44.552
2013-07-28 07:20:00,56.209,43.028
2013-07-28 07:30:00,53.112,41.505
2013-07-28 07:40:00,50.102,39.982
2013-07-28 07:50:00,45.920,38.458
2013-07-28 08:00:00,48.115,36.935
2013-07-28 08:10:00,49.074,37.091
2013-07-28 08:20:00,45.594,37.247
2013-07-28 08:30:00,46.291,37.404
2013-07-28 08:40:00,46.282,37.560
2013-07-28 08:50:00,43.022,37.716
2013-07-28 09:00:00,37.860,37.872
2013-07-28 09:10:00,40.947,39.018
2013-07-28 09:20:00,42.928,40.164
2013-07-28 09:30:00,41.457,41.311
2013-07-28 09:40:00,47.517,42.457
2013-07-28 09:50:00,53.492,43.603
2013-07-28 10:00:00,57.556,44.749
2013-07-28 10:10:00,63.753,47.051
2013-07-28 10:20:00,61.752,49.354
2013-07-28 10:30:00,61.009,51.656
2013-07-28 10:40:00,64.520,53.958
2013-07-28 10:50:00,72.299,56.261
2013-07-28 11:00:00,80.665,58.563
2013-07-28 11:10:00,75.920,59.603
2013-07-28 11:20:00,72.291,60.643
2013-07-28 11:30:00,72.604,61.683
2013-07-28 11:40:00,69.008,62.722
2013-07-28 11:50:00,62.088,63.762
2013-07-28 12:00:00,59.708,64.802
2013-07-28 12:10:00,58.968,65.481
2013-07-28 12:20:00,61.053,66.161
2013-07-28 12:30:00,57.406,66.840
2013-07-28 12:40:00,56.474,67.519
2013-07-28 12:50:00,57.237,68.199
2013-07-28 13:00:00,53.423,68.878
2013-07-28 13:10:00,53.815,68.526
2013-07-28 13:20:00,51.114,68.175
2013-07-28 13:30:00,47.908,67.823
2013-07-28 13:40:00,49.647,67.472
2013-07-28 13:50:00,51.472,67.121
2013-07-28 14:00:00,51.883,66.769
2013-07-28 14:10:00,52.188,66.129
2013-07-28 14:20:00,49.711,65.489
2013-07-28 14:30:00,45.856,64.849
2013-07-28 14:40:00,46.771,64.208
2013-07-28 14:50:00,46.076,63.568
2013-07-28 15:00:00,46.324,62.928
2013-07-28 15:10:00,46.288,61.737
2013-07-28 15:20:00,45.674,60.546
2013-07-28 15:30:00,44.245,59.355
2013-07-28 15:40:00,43.229,58.163
2013-07-28 15:50:00,42.353,56.972
2013-07-28 16:00:00,36.891,55.781
2013-07-28 16:10:00,31.864,53.946
2013-07-28 16:20:00,31.360,52.111
2013-07-28 16:30:00,32.589,50.276
2013-07-28 16:40:00,30.201,48.441
2013-07-28 16:50:00,28.317,46.606
2013-07-28 17:00:00,27.009,44.771
2013-07-28 17:10:00,25.819,43.080
2013-07-28 17:20:00,21.588,41.389
2013-07-28 17:30:00,18.961,39.698
2013-07-28 17:40:00,17.251,38.006
2013-07-28 17:50:00,16.933,36.315
2013-07-28 18:00:00,15.433,34.624
2013-07-28 18:10:00,14.072,33.169
2013-07-28 18:20:00,12.418,31.715
2013-07-28 18:30:00,13.801,30.261
2013-07-28 18:40:00,13.281,28.806
2013-07-28 18:50:00,12.870,27.352
2013-07-28 19:00:00,13.921,25.897
2013-07-28 19:10:00,10.379,25.673
2013-07-28 19:20:00,8.261,25.449
2013-07-28 19:30:00,6.401,25.224
2013-07-28 19:40:00,6.026,25.000
2013-07-28 19:50:00,5.586,24.776
2013-07-28 20:00:00,3.315,24.552
2013-07-28 20:10:00,1.743,23.768
2013-07-28 20:20:00,1.070,22.985
2013-07-28 20:30:00,0.653,22.201
2013-07-28 20:40:00,0.278,21.417
2013-07-28 20:50:00,-0.404,20.634
2013-07-28 21:00:00,-0.486,19.850
2013-07-28 21:10:00,-0.367,19.066
2013-07-28 21:20:00,-0.546,18.282
2013-07-28 21:30:00,-0.561,17.498
2013-07-28 21:40:00,-0.596,16.715
2013-07-28 21:50:00,-0.619,15.931
2013-07-28 22:00:00,-0.653,15.147
2013-07-28 22:10:00,-0.720,14.832
2013-07-28 22:20:00,-0.767,14.517
2013-07-28 22:30:00,-0.749,14.202
2013-07-28 22:40:00,-0.749,13.887
2013-07-28 22:50:00,-0.767,13.572
2013-07-28 23:00:00,-0.797,13.257
2013-07-28 23:10:00,-0.745,13.394
2013-07-28 23:20:00,-0.738,13.531
2013-07-28 23:30:00,-0.658,13.668
2013-07-28 23:40:00,-0.247,13.804
2013-07-28 23:50:00,0.048,13.941
2013-07-29 00:00:00,-0.187,14.078
2013-07-29 00:10:00,-0.149,13.338
2013-07-29 00:20:00,-0.298,12.598
2013-07-29 00:30:00,-0.478,11.857
2013-07-29 00:40:00,-0.525,11.117
2013-07-29 00:50:00,-0.612,10.377
2013-07-29 01:00:00,-0.660,9.637
2013-07-29 01:10:00,-0.705,9.286
2013-07-29 01:20:00,-0.778,8.935
2013-07-29 01:30:00,-0.788,8.584
2013-07-29 01:40:00,-0.774,8.233
2013-07-29 01:50:00,-0.786,7.882
2013-07-29 02:00:00,-0.792,7.531
2013-07-29 02:10:00,-0.782,7.298
2013-07-29 02:20:00,-0.805,7.066
2013-07-29 02:30:00,-0.807,6.833
2013-07-29 02:40:00,-0.801,6.601
2013-07-29 02:50:00,-0.787,6.369
2013-07-29 03:00:00,-0.757,6.136
2013-07-29 03:10:00,-0.627,6.026
2013-07-29 03:20:00,-0.289,5.916
2013-07-29 03:30:00,2.152,5.806
2013-07-29 03:40:00,3.896,5.696
2013-07-29 03:50:00,3.773,5.586
2013-07-29 04:00:00,4.455,5.476
2013-07-29 04:10:00,7.978,5.546
2013-07-29 04:20:00,10.396,5.616
2013-07-29 04:30:00,9.376,5.687
2013-07-29 04:40:00,8.819,5.757
2013-07-29 04:50:00,7.324,5.827
2013-07-29 05:00:00,5.593,5.897
2013-07-29 05:10:00,4.896,5.760
2013-07-29 05:20:00,4.537,5.623
2013-07-29 05:30:00,5.734,5.486
2013-07-29 05:40:00,5.819,5.348
2013-07-29 05:50:00,4.635,5.211
2013-07-29 06:00:00,5.011,5.074
2013-07-29 06:10:00,4.913,4.738
2013-07-29 06:20:00,4.396,4.402
2013-07-29 06:30:00,2.729,4.066
2013-07-29 06:40:00,2.031,3.729
2013-07-29 06:50:00,2.388,3.393
2013-07-29 07:00:00,2.101,3.057
2013-07-29 07:10:00,1.183,2.689
2013-07-29 07:20:00,0.735,2.320
2013-07-29 07:30:00,0.478,1.952
2013-07-29 07:40:00,0.504,1.584
2013-07-29 07:50:00,0.770,1.215
2013-07-29 08:00:00,0.528,0.847
2013-07-29 08:10:00,0.253,0.744
2013-07-29 08:20:00,0.304,0.641
2013-07-29 08:30:00,0.075,0.538
2013-07-29 08:40:00,0.203,0.435
2013-07-29 08:50:00,-0.014,0.332
2013-07-29 09:00:00,-0.064,0.229
2013-07-29 09:10:00,-0.143,0.460
2013-07-29 09:20:00,-0.173,0.692
2013-07-29 09:30:00,-0.335,0.923
2013-07-29 09:40:00,-0.469,1.154
2013-07-29 09:50:00,-0.529,1.386
2013-07-29 10:00:00,-0.667,1.617
2013-07-29 10:10:00,-0.673,1.606
2013-07-29 10:20:00,-0.801,1.595
2013-07-29 10:30:00,-0.754,1.583
2013-07-29 10:40:00,-0.773,1.572
2013-07-29 10:50:00,-0.714,1.561
2013-07-29 11:00:00,-0.533,1.550
2013-07-29 11:10:00,-0.499,1.320
2013-07-29 11:20:00,-0.348,1.090
2013-07-29 11:30:00,-0.352,0.861
2013-07-29 11:40:00,0.381,0.631
2013-07-29 11:50:00,0.512,0.401
2013-07-29 12:00:00,0.004,0.171
2013-07-29 12:10:00,-0.285,0.151
2013-07-29 12:20:00,-0.663,0.131
2013-07-29 12:30:00,-0.763,0.112
2013-07-29 12:40:00,-0.727,0.092
2013-07-29 12:50:00,-0.840,0.072
2013-07-29 13:00:00,-0.866,0.052
2013-07-29 13:10:00,-0.841,0.184
2013-07-29 13:20:00,-0.827,0.317
2013-07-29 13:30:00,-0.836,0.449
2013-07-29 13:40:00,-0.790,0.582
2013-07-29 13:50:00,-0.834,0.714
2013-07-29 14:00:00,-0.846,0.847
2013-07-29 14:10:00,-0.773,0.835
2013-07-29 14:20:00,-0.824,0.822
2013-07-29 14:30:00,-0.842,0.810
2013-07-29 14:40:00,-0.795,0.798
2013-07-29 14:50:00,-0.826,0.785
2013-07-29 15:00:00,-0.861,0.773
2013-07-29 15:10:00,-0.773,0.828
2013-07-29 15:20:00,-0.608,0.882
2013-07-29 15:30:00,-0.654,0.937
2013-07-29 15:40:00,-0.803,0.992
2013-07-29 15:50:00,-0.835,1.046
2013-07-29 16:00:00,-0.718,1.101
2013-07-29 16:10:00,-0.532,1.211
2013-07-29 16:20:00,-0.347,1.321
2013-07-29 16:30:00,-0.493,1.430
2013-07-29 16:40:00,-0.688,1.540
2013-07-29 16:50:00,-0.685,1.650
2013-07-29 17:00:00,0.065,1.760
2013-07-29 17:10:00,0.093,1.727
2013-07-29 17:20:00,-0.707,1.694
2013-07-29 17:30:00,-0.866,1.660
2013-07-29 17:40:00,-0.837,1.627
2013-07-29 17:50:00,-0.818,1.594
2013-07-29 18:00:00,-0.804,1.561
2013-07-29 18:10:00,-0.760,1.514
2013-07-29 18:20:00,-0.806,1.466
2013-07-29 18:30:00,-0.795,1.419
2013-07-29 18:40:00,-0.794,1.372
2013-07-29 18:50:00,-0.798,1.324
2013-07-29 19:00:00,-0.792,1.277
2013-07-29 19:10:00,-0.793,2.327
2013-07-29 19:20:00,-0.793,3.377
2013-07-29 19:30:00,-0.789,4.427
2013-07-29 19:40:00,-0.789,5.477
2013-07-29 19:50:00,-0.792,6.527
2013-07-29 20:00:00,-0.800,7.577
2013-07-29 20:10:00,-0.796,8.826
2013-07-29 20:20:00,-0.793,10.075
2013-07-29 20:30:00,-0.780,11.323
2013-07-29 20:40:00,-0.791,12.572
2013-07-29 20:50:00,-0.798,13.821
2013-07-29 21:00:00,-0.782,15.070
2013-07-29 21:10:00,-0.794,16.319
2013-07-29 21:20:00,-0.776,17.568
2013-07-29 21:30:00,-0.789,18.816
2013-07-29 21:40:00,-0.787,20.065
2013-07-29 21:50:00,-0.782,21.314
2013-07-29 22:00:00,-0.780,22.563
2013-07-29 22:10:00,-0.777,22.735
2013-07-29 22:20:00,-0.783,22.908
2013-07-29 22:30:00,-0.776,23.081
2013-07-29 22:40:00,-0.779,23.253
2013-07-29 22:50:00,-0.787,23.425
2013-07-29 23:00:00,-0.795,23.598
2013-07-29 23:10:00,-0.801,22.536
2013-07-29 23:20:00,-0.772,21.474
2013-07-29 23:30:00,-0.462,20.413
2013-07-29 23:40:00,-0.321,19.351
2013-07-29 23:50:00,0.199,18.289
2013-07-30 00:00:00,1.187,17.227
2013-07-30 00:10:00,3.112,18.081
2013-07-30 00:20:00,4.286,18.935
2013-07-30 00:30:00,5.232,19.788
2013-07-30 00:40:00,6.589,20.642
2013-07-30 00:50:00,7.508,21.496
2013-07-30 01:00:00,7.422,22.350
2013-07-30 01:10:00,6.137,23.036
2013-07-30 01:20:00,5.699,23.721
2013-07-30 01:30:00,5.679,24.407
2013-07-30 01:40:00,6.293,25.093
2013-07-30 01:50:00,6.762,25.778
2013-07-30 02:00:00,7.291,26.464
2013-07-30 02:10:00,8.342,27.374
2013-07-30 02:20:00,12.013,28.284
2013-07-30 02:30:00,15.775,29.194
2013-07-30 02:40:00,18.435,30.105
2013-07-30 02:50:00,19.300,31.015
2013-07-30 03:00:00,19.455,31.925
2013-07-30 03:10:00,16.577,31.888
2013-07-30 03:20:00,17.149,31.850
2013-07-30 03:30:00,18.457,31.813
2013-07-30 03:40:00,22.353,31.776
2013-07-30 03:50:00,23.992,31.738
2013-07-30 04:00:00,23.306,31.701
2013-07-30 04:10:00,24.369,30.464
2013-07-30 04:20:00,27.284,29.226
2013-07-30 04:30:00,31.732,27.989
2013-07-30 04:40:00,31.765,26.752
2013-07-30 04:50:00,28.028,25.514
2013-07-30 05:00:00,26.837,24.277
2013-07-30 05:10:00,28.663,23.616
2013-07-30 05:20:00,30.509,22.956
2013-07-30 05:30:00,30.047,22.295
2013-07-30 05:40:00,29.548,21.634
2013-07-30 05:50:00,34.108,20.974
2013-07-30 06:00:00,33.981,20.313
2013-07-30 06:10:00,28.494,21.966
2013-07-30 06:20:00,24.346,23.620
2013-07-30 06:30:00,18.902,25.273
2013-07-30 06:40:00,16.404,26.927
2013-07-30 06:50:00,14.070,28.581
2013-07-30 07:00:00,14.570,30.234
2013-07-30 07:10:00,14.836,29.128
2013-07-30 07:20:00,13.405,28.022
2013-07-30 07:30:00,10.616,26.916
2013-07-30 07:40:00,8.630,25.809
2013-07-30 07:50:00,5.475,24.703
2013-07-30 08:00:00,4.264,23.597
2013-07-30 08:10:00,1.689,22.441
2013-07-30 08:20:00,1.476,21.285
2013-07-30 08:30:00,3.205,20.129
2013-07-30 08:40:00,8.061,18.973
2013-07-30 08:50:00,14.090,17.817
2013-07-30 09:00:00,18.596,16.661
2013-07-30 09:10:00,24.672,16.775
2013-07-30 09:20:00,30.153,16.889
2013-07-30 09:30:00,32.262,17.003
2013-07-30 09:40:00,32.668,17.117
2013-07-30 09:50:00,25.059,17.231
2013-07-30 10:00:00,20.849,17.345
2013-07-30 10:10:00,20.678,18.095
2013-07-30 10:20:00,19.998,18.845
2013-07-30 10:30:00,17.151,19.595
2013-07-30 10:40:00,17.206,20.345
2013-07-30 10:50:00,22.154,21.095
2013-07-30 11:00:00,28.093,21.845
2013-07-30 11:10:00,29.842,22.730
2013-07-30 11:20:00,32.744,23.615
2013-07-30 11:30:00,38.630,24.499
2013-07-30 11:40:00,45.125,25.384
2013-07-30 11:50:00,49.989,26.269
2013-07-30 12:00:00,53.656,27.154
2013-07-30 12:10:00,57.492,27.727
2013-07-30 12:20:00,58.427,28.299
2013-07-30 12:30:00,57.790,28.872
2013-07-30 12:40:00,60.527,29.445
2013-07-30 12:50:00,66.591,30.017
2013-07-30 13:00:00,64.212,30.590
2013-07-30 13:10:00,59.433,29.911
2013-07-30 13:20:00,58.068,29.233
2013-07-30 13:30:00,55.561,28.554
2013-07-30 13:40:00,39.635,27.875
2013-07-30 13:50:00,25.415,27.197
2013-07-30 14:00:00,20.732,26.518
2013-07-30 14:10:00,23.117,25.719
2013-07-30 14:20:00,24.490,24.919
2013-07-30 14:30:00,25.887,24.120
2013-07-30 14:40:00,27.322,23.321
2013-07-30 14:50:00,26.415,22.521
2013-07-30 15:00:00,26.041,21.722
2013-07-30 15:10:00,26.483,21.152
2013-07-30 15:20:00,24.966,20.582
2013-07-30 15:30:00,26.711,20.013
2013-07-30 15:40:00,28.055,19.443
2013-07-30 15:50:00,27.131,18.873
2013-07-30 16:00:00,27.892,18.303
2013-07-30 16:10:00,26.847,17.868
2013-07-30 16:20:00,25.980,17.432
2013-07-30 16:30:00,25.495,16.997
2013-07-30 16:40:00,24.174,16.562
2013-07-30 16:50:00,22.856,16.126
2013-07-30 17:00:00,22.699,15.691
2013-07-30 17:10:00,22.296,15.715
2013-07-30 17:20:00,21.168,15.739
2013-07-30 17:30:00,19.389,15.762
2013-07-30 17:40:00,17.768,15.786
2013-07-30 17:50:00,17.193,15.810
2013-07-30 18:00:00,15.814,15.834
2013-07-30 18:10:00,14.238,15.583
2013-07-30 18:20:00,12.770,15.332
2013-07-30 18:30:00,11.319,15.081
2013-07-30 18:40:00,10.530,14.830
2013-07-30 18:50:00,9.691,14.579
2013-07-30 19:00:00,9.177,14.328
2013-07-30 19:10:00,8.984,15.346
2013-07-30 19:20:00,9.288,16.363
2013-07-30 19:30:00,10.463,17.381
2013-07-30 19:40:00,10.797,18.399
2013-07-30 19:50:00,11.020,19.416
2013-07-30 20:00:00,11.996,20.434
2013-07-30 20:10:00,15.085,20.529
2013-07-30 20:20:00,19.940,20.624
2013-07-30 20:30:00,20.437,20.720
2013-07-30 20:40:00,19.777,20.815
2013-07-30 20:50:00,21.233,20.910
2013-07-30 21:00:00,21.614,21.005
2013-07-30 21:10:00,19.948,21.100
2013-07-30 21:20:00,20.570,21.195
2013-07-30 21:30:00,19.826,21.290
2013-07-30 21:40:00,19.018,21.385
2013-07-30 21:50:00,17.457,21.480
2013-07-30 22:00:00,15.919,21.575
2013-07-30 22:10:00,15.451,21.608
2013-07-30 22:20:00,13.719,21.641
2013-07-30 22:30:00,12.683,21.675
2013-07-30 22:40:00,11.550,21.708
2013-07-30 22:50:00,10.360,21.741
2013-07-30 23:00:00,8.834,21.774
2013-07-30 23:10:00,6.418,20.201
2013-07-30 23:20:00,4.457,18.628
2013-07-30 23:30:00,3.497,17.055
2013-07-30 23:40:00,1.642,15.481
2013-07-30 23:50:00,0.221,13.908
2013-07-31 00:00:00,-0.144,12.335
2013-07-31 00:10:00,-0.507,11.890
2013-07-31 00:20:00,-0.669,11.445
2013-07-31 00:30:00,-0.740,11.000
2013-07-31 00:40:00,-0.807,10.555
2013-07-31 00:50:00,-0.787,10.110
2013-07-31 01:00:00,-0.782,9.665
2013-07-31 01:10:00,-0.780,9.370
2013-07-31 01:20:00,-0.793,9.075
2013-07-31 01:30:00,-0.783,8.780
2013-07-31 01:40:00,-0.788,8.486
2013-07-31 01:50:00,-0.790,8.191
2013-07-31 02:00:00,-0.792,7.896
2013-07-31 02:10:00,-0.794,7.782
2013-07-31 02:20:00,-0.788,7.669
2013-07-31 02:30:00,-0.800,7.556
2013-07-31 02:40:00,-0.793,7.442
2013-07-31 02:50:00,-0.778,7.329
2013-07-31 03:00:00,-0.801,7.215
2013-07-31 03:10:00,-0.781,6.801
2013-07-31 03:20:00,-0.785,6.386
2013-07-31 03:30:00,-0.785,5.972
2013-07-31 03:40:00,-0.792,5.558
2013-07-31 03:50:00,-0.791,5.143
2013-07-31 04:00:00,-0.779,4.729
2013-07-31 04:10:00,-0.788,4.501
2013-07-31 04:20:00,-0.791,4.273
2013-07-31 04:30:00,-0.783,4.046
2013-07-31 04:40:00,-0.795,3.818
2013-07-31 04:50:00,-0.788,3.590
2013-07-31 05:00:00,-0.787,3.362
2013-07-31 05:10:00,-0.775,3.317
2013-07-31 05:20:00,-0.778,3.271
2013-07-31 05:30:00,-0.780,3.226
2013-07-31 05:40:00,-0.778,3.180
2013-07-31 05:50:00,-0.776,3.135
2013-07-31 06:00:00,-0.767,3.089
2013-07-31 06:10:00,-0.766,3.032
2013-07-31 06:20:00,-0.780,2.975
2013-07-31 06:30:00,-0.787,2.918
2013-07-31 06:40:00,-0.802,2.861
2013-07-31 06:50:00,-0.800,2.804
2013-07-31 07:00:00,-0.789,2.747
2013-07-31 07:10:00,-0.777,2.593
2013-07-31 07:20:00,-0.796,2.439
2013-07-31 07:30:00,-0.781,2.284
2013-07-31 07:40:00,-0.773,2.130
2013-07-31 07:50:00,-0.767,1.976
2013-07-31 08:00:00,-0.761,1.822
2013-07-31 08:10:00,-0.766,1.723
2013-07-31 08:20:00,-0.768,1.623
2013-07-31 08:30:00,-0.670,1.524
2013-07-31 08:40:00,0.619,1.424
2013-07-31 08:50:00,2.573,1.325
2013-07-31 09:00:00,5.377,1.225
2013-07-31 09:10:00,7.629,1.127
2013-07-31 09:20:00,9.125,1.029
2013-07-31 09:30:00,9.954,0.931
2013-07-31 09:40:00,9.188,0.833
2013-07-31 09:50:00,9.324,0.735
2013-07-31 10:00:00,7.611,0.637
2013-07-31 10:10:00,5.286,0.682
2013-07-31 10:20:00,5.848,0.727
2013-07-31 10:30:00,7.737,0.772
2013-07-31 10:40:00,8.086,0.818
2013-07-31 10:50:00,7.856,0.863
2013-07-31 11:00:00,6.687,0.908
2013-07-31 11:10:00,5.560,1.259
2013-07-31 11:20:00,5.785,1.610
2013-07-31 11:30:00,4.642,1.962
2013-07-31 11:40:00,3.889,2.313
2013-07-31 11:50:00,3.712,2.664
2013-07-31 12:00:00,3.329,3.015
2013-07-31 12:10:00,3.549,3.483
2013-07-31 12:20:00,3.499,3.951
2013-07-31 12:30:00,3.655,4.418
2013-07-31 12:40:00,5.617,4.886
2013-07-31 12:50:00,5.522,5.354
2013-07-31 13:00:00,4.576,5.822
2013-07-31 13:10:00,4.442,6.298
2013-07-31 13:20:00,5.999,6.773
2013-07-31 13:30:00,6.098,7.248
2013-07-31 13:40:00,7.118,7.724
2013-07-31 13:50:00,9.412,8.200
2013-07-31 14:00:00,11.494,8.675
2013-07-31 14:10:00,11.889,9.005
2013-07-31 14:20:00,14.378,9.335
2013-07-31 14:30:00,15.067,9.665
2013-07-31 14:40:00,11.961,9.995
2013-07-31 14:50:00,7.783,10.325
2013-07-31 15:00:00,6.595,10.655
2013-07-31 15:10:00,3.896,9.957
2013-07-31 15:20:00,2.293,9.259
2013-07-31 15:30:00,1.434,8.561
2013-07-31 15:40:00,1.911,7.864
2013-07-31 15:50:00,2.665,7.166
2013-07-31 16:00:00,3.667,6.468
2013-07-31 16:10:00,5.574,6.400
2013-07-31 16:20:00,6.892,6.331
2013-07-31 16:30:00,7.052,6.263
2013-07-31 16:40:00,5.764,6.195
